manufacturer,model,year,mileage,engine,transmission,drivetrain,fuel_type,mpg,exterior_color,interior_color,accidents_or_damage,one_owner,personal_use_only,seller_name,seller_rating,driver_rating,driver_reviews_num,price_drop,price
BMW,430 i xDrive,2019,59064,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,23-33,Mineral Gray Metallic,Black / Dark Oyster,1,0,0,Christopher's Dodge Ram,2.9,4.9,8,,28853
BMW,430 i xDrive,2018,36850,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,22-32,Alpine White,Venetian Beige,0,0,0,BMW of Warwick,4.8,4.8,34,246,33995
BMW,430 i,2019,24272,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,24-34,Alpine White,Black / Dark Oyster,0,1,1,Gravity Autos Atlanta,4.7,4.9,8,1104,32795
BMW,430 i,2017,59796,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,23-34,Jet Black,Black,0,0,0,Off Lease Only Palm Beach,4.9,4.9,13,500,25499
BMW,430 i xDrive,2019,41548,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,23-33,Alpine White,Ivory White,0,1,0,Deluxe Auto Sales,4.5,4.9,8,1178,31222
BMW,430 i xDrive,2017,62574,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,23-33,Alpine White,Black,1,0,0,"BMW Certified Pre-Owned Medford, A Herb Chambers Company",4.5,4.9,13,1000,24998
BMW,430 i,2018,56717,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,24-34,White,Black,0,0,0,National City Auto Center,4.9,4.8,34,710,27990
BMW,430 i,2017,47648,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,23-34,Midnight Blue Metallic,Saddle Brown,1,0,1,Audi Fort Myers,4.6,4.9,13,500,28495
BMW,430 i,2018,77369,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,24-34,Glacier Silver Metallic,Ivory White,1,0,0,Bohn Ford,4.5,4.8,34,251,23949
BMW,430 i,2017,106748,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,23-34,Silver,Coral Red / Black,1,0,0,Omar's Auto Sales,,4.9,13,,18900
BMW,430 i,2018,42271,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,24-34,Jet Black,Black,1,0,0,BMW of Las Vegas,4.8,4.8,34,,29992
BMW,430 i,2022,3381,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,,Black Sapphire Metallic,Black,0,1,1,Rolls-Royce Motor Cars Raleigh,3.3,4.9,1,,47949
BMW,430 i xDrive,2019,29226,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,23-33,Alpine White,Black,1,0,0,Gregory INFINITI,4.1,4.9,8,339,29924
BMW,430 i,2022,3491,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,,Red Metallic,Canberra Beige,0,1,1,Porsche of Destin,4.7,4.9,1,,58191
BMW,430 i xDrive,2017,60072,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,23-33,White,Black,1,0,0,Schoepp Motors West,4.8,4.9,13,1597,26900
BMW,430 i,2020,15182,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,23-34,Alpine White,Venetian Beige,0,1,1,BMW of Buffalo,4.6,4.9,8,200,41515
BMW,430 i,2018,38189,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,24-34,White,,1,0,0,Paramount Volvo VW Porsche,4.9,4.8,34,2870,31900
BMW,430 i,2018,87942,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,24-34,Silver,Black,0,0,1,CarMax Fort Bend - Offering Express Pickup and Home Delivery,,4.8,34,,25998
BMW,430 i xDrive,2022,6707,2.0L I4 16V GDI DOHC Turbo,Automatic,All-wheel Drive,Gasoline,,Black,,1,1,0,Drivehub,3.3,4.9,1,,44989
BMW,430 i xDrive,2020,26958,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,22-32,Mineral Gray Metallic,Ivory White,0,1,1,BMW of Bridgewater,4.9,4.9,8,321,41988
BMW,430 i,2020,38168,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,23-34,Estoril Blue Metallic,Black,0,1,1,Mercedes-Benz of Midland,,4.9,8,,33491
BMW,430,2020,16528,,,,,,Alpine White,,0,1,1,Weatherford BMW,5,4.9,8,,37500
BMW,430 i xDrive,2019,34389,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,23-33,Mineral Gray Metallic,Black,0,0,1,Bob Johnson Certified Collection,,4.9,8,310,33628
BMW,430 i,2017,73272,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,23-34,Mineral White Metallic,Coral Red / Black,0,0,1,Marin Imports,,4.9,13,300,24500
BMW,430 i xDrive,2019,45096,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,22-32,Silver,Black,0,1,0,Caribbean Auto Sales,4.1,4.9,8,1705,33995
BMW,430 i,2018,92084,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,24-34,Alpine White,Ivory White,1,0,1,Rick Case Acura,4.7,4.8,34,501,19977
BMW,430 i xDrive,2023,762,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,,Mineral White Metallic,Cognac,0,0,0,BMW of Loveland,4,,0,3651,62843
BMW,430 i,2019,59115,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,24-34,Glacier Silver Metallic,Black,0,0,1,Hi Line Motors,,4.9,8,,27998
BMW,430 i,2018,91823,2.0L,A,Rear-wheel Drive,Gasoline,24-34,Black,Black,1,0,0,EV MOTORS INC,,4.8,34,1500,22495
BMW,430 i xDrive,2022,7292,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,,Mineral White Metallic,Black,0,1,1,BMW of Bridgewater,4.9,4.9,1,,45101
BMW,430 i xDrive,2018,30401,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,23-33,Alpine White,Night Blue,0,0,0,Power Motors NYC Inc,,4.8,34,500,26495
BMW,430 i,2020,26221,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,23-34,Alpine White,Black,0,1,1,BMW of Fremont,4.7,4.9,8,,31987
BMW,430 i,2018,64799,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,24-34,Jet Black,Black,0,0,0,Classic Nissan Williamsburg,2.3,4.8,34,406,27987
BMW,430 i xDrive,2023,501,2.0L I4 16V GDI DOHC Turbo,Automatic,All-wheel Drive,Gasoline,,SKYSKRAPER,Black,0,,1,Perillo BMW,4.7,,0,802,54040
BMW,430 i,2020,11665,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,23-34,Black Sapphire Metallic,Black,0,1,1,Valencia BMW,4.7,4.9,8,,35980
BMW,430,2022,9521,,,,,,Black Sapphire Metallic,,0,1,1,Irvine BMW,4.7,4.9,1,2000,46998
BMW,430 i,2017,129650,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,23-34,Glacier Silver Metallic,Black / Red,1,0,0,Van Chevrolet,3.9,4.9,13,,16998
BMW,430 i,2017,97592,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,23-34,Alpine White,Black,0,0,1,The Autobarn Collection,4.5,4.9,13,1138,22750
BMW,430 i xDrive,2020,31774,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,22-32,Mineral Gray Metallic,Coral Red,1,1,1,Nissan of Hendersonville,2.7,4.9,8,,39242
BMW,430,2021,15807,,,,,,Alpine White,,0,0,1,Germain BMW South,,5,1,,57888
BMW,430 i,2021,36636,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,26-34,Jet Black,Black,0,1,1,AutoNation Ford Tustin,4.5,5,1,501,38975
BMW,430 i,2019,39002,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,24-34,Melbourne Red Metallic,Venetian Beige,1,1,1,Donohooauto LLC,,4.9,8,,27994
BMW,430 i,2018,36288,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,Rear-wheel Drive,Gasoline,24-34,Alpine White,Venetian Beige,0,0,0,Mac Haik Ford,4.4,4.8,34,,28998
BMW,430 i xDrive,2021,9359,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,24-33,Bluestone Metallic,Black,0,0,1,Merchants Automotive Group,4.1,5,1,949,41667
BMW,430 i xDrive,2020,25009,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,21-31,Snapper Rocks Blue Metallic,Black,0,1,1,Fields BMW of Daytona,4.8,4.9,8,882,37971
BMW,430 i,2022,5801,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,,Black Sapphire Metallic,Black,0,1,1,Van Nuys Chrysler Dodge Jeep Ram,4.2,4.9,1,700,48755
BMW,430 i,2018,70856,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,24-34,Silver,Black,0,0,0,Garlyn Shelton Cadillac Buick GMC,3.7,4.8,34,,24500
BMW,430 i xDrive,2020,26725,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,21-31,Mineral Gray Metallic,Black,0,1,1,Habberstad BMW of Huntington,4.1,4.9,8,,34387
BMW,430 i xDrive,2019,26470,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,22-32,Alpine White,Black,0,,1,MB Motors - Bellingham,4.6,4.9,8,1495,37500
BMW,430 i xDrive,2018,73298,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,22-32,White,Black,1,0,0,CarMax Orlando - Offering Express Pickup and Home Delivery,1.3,4.8,34,1000,26998
BMW,430 i,2021,16646,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,24-33,San Remo Green Metallic,Cognac,0,1,1,Stevens Creek BMW,4.5,5,1,,48999
BMW,430 i,2020,25475,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,23-34,Glacier Silver Metallic,Cognac,0,0,1,BMW MINI of Clear Lake,4.7,4.9,8,,34800
BMW,430 i xDrive,2017,82939,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,23-33,Black Sapphire Metallic,Black,0,0,1,Auto By Design,4.6,4.9,13,,23790
BMW,430 i xDrive,2020,23479,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,22-32,Alpine White,Venetian Beige,0,1,1,Knauz Auto Park,4.8,4.9,8,,47995
BMW,430 i xDrive,2019,48937,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,23-33,Alpine White,Coral Red / Black,1,1,0,Northeast Kia,4.6,4.9,8,993,28898
BMW,430 i,2023,5463,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,,Blue Metallic,Black,0,1,1,Toyota of Tampa Bay on Fletcher,4.7,,0,426,49028
BMW,430 i,2021,16815,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,24-33,Arctic Race Blue Metallic,Oyster,0,1,1,Mercedes-Benz of Plano,4.7,5,1,,50777
BMW,430 i xDrive,2018,24528,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,23-33,Sunset Orange Metallic,Black,0,1,1,Stoler Lexus,4.6,4.8,34,960,30850
BMW,650 Gran Coupe i xDrive,2013,67985,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,16-24,Carbon Black Metallic,Ivory White,0,0,1,Texas Car One,3.9,4.3,10,,24496
BMW,650 Gran Coupe i xDrive,2016,79455,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,15-24,White,Black,1,0,1,R&T Expo,3.1,5,1,,27995
BMW,650 Gran Coupe i,2019,19934,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,18-26,Black Sapphire Metallic,Ivory White,0,1,1,Auto Web Expo,4.6,,0,,51988
BMW,650 Gran Coupe i xDrive,2016,46020,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,15-24,Alpine White,Black,0,0,1,94 Nissan Of South Holland,4.6,5,1,,36479
BMW,650 Gran Coupe i,2018,41037,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,17-25,Space Gray Metallic,Black,0,0,1,BMW of Mountain View,4.8,4.8,3,,47995
BMW,650 Gran Coupe i xDrive,2018,28216,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,16-25,Space Gray Metallic,Black,0,0,0,Passport INFINITI of Alexandria,4.4,4.8,3,,47850
BMW,650 Gran Coupe i xDrive,2013,107212,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,All-wheel Drive,Gasoline,,Blue,Beige,,,,,,4.3,10,,22900
BMW,650 Gran Coupe i,2015,58428,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,17-25,Alpine White,,0,0,1,Vista Motors,3.3,4.8,7,1600,29911
BMW,650 Gran Coupe i xDrive,2015,24949,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,16-24,White,Black,1,0,0,Skyview Motors,,4.8,7,,39995
BMW,650 Gran Coupe i xDrive,2014,75280,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,16-24,Black,Black,1,0,1,Premier Auto Solutions,4.4,4.9,8,,26995
BMW,650 Gran Coupe i,2014,87000,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Rear-wheel Drive,Gasoline,,Black,Black,,,,,,4.9,8,,27000
BMW,650 Gran Coupe i xDrive,2015,60871,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,16-24,Alpine White,Black,0,0,1,McGrath Acura of Chicago,4.2,4.8,7,520,29975
BMW,650 Gran Coupe i,2018,59757,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,17-25,Tanzanite Blue,Black,0,0,1,Off Lease Only Palm Beach,4.9,4.8,3,2100,41899
BMW,650 Gran Coupe i,2018,40513,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,17-25,Black Sapphire Metallic,Black,1,0,1,HGreg.com Orlando,4.8,4.8,3,1000,43998
BMW,650 Gran Coupe i xDrive,2018,54239,Twin Turbo Premium Unleaded V-8 4.4 L/268,Automatic,All-wheel Drive,Gasoline,16-25,Black Sapphire,Cognac,1,1,1,Walser Auto Campus Home Delivery,,4.8,3,,46998
BMW,650 Gran Coupe i xDrive,2013,80623,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,16-24,Black,Black,0,0,0,Overland Park Imports,2.3,4.3,10,550,24950
BMW,650 Gran Coupe i xDrive,2013,157327,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,16-24,Black,Vermillion Red,1,0,1,Columbus Luxury Cars,1.8,4.3,10,2503,16995
BMW,650 Gran Coupe i,2019,33279,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,18-26,Jatoba Brown Metallic,Black,0,0,0,Advantage BMW Midtown,4.6,,0,,50319
BMW,650 Gran Coupe i,2015,91493,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,17-25,White,Brown,1,0,1,Tampa Trucks,2.1,4.8,7,,29998
BMW,650 Gran Coupe i xDrive,2017,82971,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,15-24,Alpine White,Black,1,0,1,Avon Auto Brokers,4.7,4.1,1,393,37995
BMW,650 Gran Coupe i,2014,124111,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,17-25,Black Sapphire Metallic,Black,0,1,0,MINI of Knoxville,2.7,4.9,8,4000,18901
BMW,650 Gran Coupe i,2015,67880,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,17-25,Space Gray Metallic,Black,1,0,1,Atlanta Best Used Cars,4.2,4.8,7,1000,25000
BMW,650 Gran Coupe i,2015,46224,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,17-25,Carbon Black Metallic,Vermillion Red,0,0,1,Sport Mazda South,4.9,4.8,7,100,28594
BMW,650 Gran Coupe i,2018,35519,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,17-25,Black Sapphire Metallic,Black,1,0,1,Vera Cadillac,4.8,4.8,3,343,41965
BMW,650 Gran Coupe i xDrive,2017,27517,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,15-24,Black Sapphire Metallic,Black,0,0,0,ALM Marietta,4.4,4.1,1,100,39844
BMW,650 Gran Coupe i,2014,101470,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,17-25,Titanium Silver Metallic,Black,1,0,1,USA Direct Auto,3.9,4.9,8,,18991
BMW,650 Gran Coupe i,2014,66542,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,17-25,Gray,Vermillion Red,0,0,0,King's Auto Group,,4.9,8,,27490
BMW,650 Gran Coupe i xDrive,2017,70269,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,15-24,Black Sapphire Metallic,Black,0,0,0,McGrath Honda in Elgin,4.8,4.1,1,930,36995
BMW,650 Gran Coupe i xDrive,2013,68918,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,16-24,,,0,0,1,Yonkers Autoland Corp,4.4,4.3,10,,22995
BMW,650 Gran Coupe i xDrive,2016,63943,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,15-24,Jet Black,Black,0,0,0,Jaguar Land Rover of Peoria,,5,1,520,31962
BMW,650 Gran Coupe i,2019,41646,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,18-26,Blue,Brown,0,0,0,Stevens Creek BMW,4.5,,0,911,48588
BMW,650 Gran Coupe 650i,2013,72509,"4.4-liter TwinPower Turbo V-8, 32-valve 445-hp engine -inc: two",Automatic,Rear-wheel Drive,Gasoline,17-25,Titanium Silver Metallic,Vermilion Red,1,0,1,Best Car N Care Inc.,2.6,4.3,10,,22900
BMW,650 Gran Coupe i xDrive,2013,95350,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,All-wheel Drive,Gasoline,,Black,Black,,,,,,4.3,10,,21000
BMW,650 Gran Coupe i,2017,60708,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,17-24,Silver,Black,0,0,0,"RPM Motorcars, LLC.",,4.1,1,1000,29980
BMW,650 Gran Coupe i xDrive,2018,67317,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,16-25,Black Sapphire Metallic,Black,0,0,0,South Shore Nissan,4.5,4.8,3,100,39865
BMW,650 Gran Coupe i xDrive,2018,18500,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,All-wheel Drive,Gasoline,,White,Black,,,,,,4.8,3,,53000
BMW,650 Gran Coupe i xDrive,2018,53055,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,16-25,Blue,Black,0,,1,MB Motors - Bellingham,4.6,4.8,3,,37995
BMW,650 Gran Coupe i xDrive,2013,74881,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,16-24,Black Sapphire Metallic,Cinnamon Brown,0,0,0,Indy Motors,4.2,4.3,10,131,25995
BMW,650 Gran Coupe i,2014,102092,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,17-25,Space Gray Metallic,Black,0,0,1,Sunset Auto Wholesale,4.9,4.9,8,1000,21989
BMW,650 Gran Coupe i,2015,111585,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,17-25,Carbon Black Metallic,Black,0,0,1,DCH Honda of Temecula,4.2,4.8,7,915,19750
BMW,650 Gran Coupe i,2017,80952,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,17-24,White,Vermillion Red,0,0,1,Caribbean Auto Sales,4.1,4.1,1,1705,29999
BMW,650 Gran Coupe i xDrive,2018,88755,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,16-25,Alpine White,Black,1,0,1,Maserati of Monmouth,3.7,4.8,3,,30905
BMW,650 Gran Coupe i xDrive,2013,47500,4.4L,8-SPEED A/T,All-wheel Drive,Gasoline,16-24,White,Black,0,0,1,Rockstone Automotive Inc.,5,4.3,10,901,34950
BMW,650 Gran Coupe i xDrive,2018,26198,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,16-25,Space Gray Metallic,Cognac,0,0,0,Land Rover Ventura,,4.8,3,,50990
BMW,650 Gran Coupe i,2015,50362,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,17-25,Black Sapphire Metallic,Black,0,1,1,Watermark Honda & Bluegrass BMW,,4.8,7,,29886
BMW,650 Gran Coupe i xDrive,2016,43270,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,15-24,,,1,0,0,Car N Drive Auto,4.3,5,1,4901,29999
BMW,650 Gran Coupe i xDrive,2013,121602,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,16-24,Blue,Tan,0,0,1,iAuto,3.3,4.3,10,900,17995
BMW,650 Gran Coupe i xDrive,2015,69723,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,16-24,Alpine White,Black,1,0,0,Stream Auto Outlet,3.9,4.8,7,500,27990
BMW,650 Gran Coupe i xDrive,2017,54919,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,15-24,Black,Black,0,0,1,The Highline Group,4.7,4.1,1,,42798
BMW,650 Gran Coupe i xDrive,2015,40092,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,16-24,Space Gray Metallic,Black,1,0,1,Tim Short Chrysler Dodge Jeep RAM,4.1,4.8,7,800,35500
BMW,650 Gran Coupe i xDrive,2015,44480,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,16-24,Deep Sea Blue Metallic,Amaro Brown,1,0,1,AutoNation Chrysler Jeep West,4.7,4.8,7,,37444
BMW,650 Gran Coupe i xDrive,2015,72586,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,16-24,Alpine White,Black,1,0,1,Hi-Line Autohaus,4.9,4.8,7,200,29500
BMW,650 Gran Coupe i,2013,66899,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,17-25,Black Sapphire Metallic,Black,0,0,1,CarXoom,2.3,4.3,10,2000,22995
BMW,650 Gran Coupe i,2017,62861,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,17-24,Special,White,0,0,1,Lease Return Center,2.8,4.1,1,,29777
BMW,650 Gran Coupe i xDrive,2018,23477,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,16-25,Space Gray Metallic,Orange,1,0,1,Mega Auto,,4.8,3,,38950
BMW,650 Gran Coupe i xDrive,2013,100080,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,16-24,Space Gray Metallic,Black,1,0,1,Universal Mitsubishi,4.9,4.3,10,115,20770
BMW,650 Gran Coupe i xDrive,2018,39683,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,16-25,Mineral White Metallic,Black,0,1,1,The BMW Store Cincinnati,4.9,4.8,3,886,51732
BMW,650 Gran Coupe i,2016,40041,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,17-25,Black,Champagne,,,,CarMax Gaithersburg - Offering Express Pickup and Home Delivery,,5,1,,39998
BMW,650 Gran Coupe i xDrive,2017,50431,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,15-24,Black Sapphire Metallic,Black,0,0,1,Quality Auto Center of Springfield,4.7,4.1,1,,33290
BMW,650 Gran Coupe 650i,2015,54020,Engine: 4.4L 32V V8 w/TwinPower Turbo Technology,Automatic,Rear-wheel Drive,Gasoline,17-25,Alpine White,Brown,1,0,1,Maximum Auto Outlet,2.7,4.8,7,2000,31995
BMW,650 Gran Coupe i xDrive,2013,47254,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,16-24,Space Gray Metallic,Black,0,0,1,Arlington Acura in Palatine,4.6,4.3,10,1789,27998
BMW,650 Gran Coupe i xDrive,2016,97440,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,15-24,Gray,Champagne,0,,1,Highline Motor Car Inc.,,5,1,1000,29997
BMW,650 Gran Coupe i xDrive,2015,78736,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,16-24,Carbon Black Metallic,Black,1,0,1,INFINITI of Suitland,4.2,4.8,7,,29998
BMW,650 Gran Coupe i xDrive,2016,59536,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,15-24,Blue,Black,0,0,1,Godspeed Motors,4.6,5,1,500,32495
